Customer_ID,Purchase_Frequency,Avg_Order_Value,total_spending,customer_lifetime,Bread_Type,Location,payment_method,satisfaction,Loyalty_Score,Feedback_Score,segment
C0303,3,71966,724446,20,Rye,Gulu,Mobile Money,1.8,8.1,2.9,1
C0304,1,112545,897232,3,Whole Wheat,Entebbe,Mobile Money,2.5,2.1,2.6,0
C0305,5,52987,924255,51,Multigrain,Entebbe,Cash,2.9,4.6,2.2,2
C0306,2,77311,863935,22,Rye,Gulu,Cash,2.4,2.5,2.8,2
C0307,6,71575,426022,47,Whole Wheat,Kampala Central,Mobile Money,2.3,3.3,2.5,2
C0308,2,103852,380852,4,Whole Wheat,Jinja,Mobile Money,4.9,3.4,2.7,0
C0309,2,41007,768179,28,White Bread,Entebbe,Bank Transfer,3.6,6.0,4.9,1
C0310,6,110981,830265,12,Rye,Gulu,Bank Transfer,1.1,4.7,1.4,2
C0311,3,116242,688158,38,Whole Wheat,Mukono,Mobile Money,2.7,9.5,4.7,1
C0312,5,87517,633571,51,Whole Wheat,Entebbe,Cash,4.5,2.1,2.9,2
C0313,1,69257,785933,36,Rye,Jinja,Mobile Money,2.2,9.8,3.5,1
C0314,4,127272,965139,47,Multigrain,Kampala Central,Mobile Money,1.4,3.1,4.3,1
C0315,1,82207,524149,41,Rye,Entebbe,Cash,4.0,8.0,2.4,0
C0316,4,53281,630062,5,Rye,Entebbe,Cash,3.4,4.1,2.7,2
C0317,1,101246,303127,13,Multigrain,Gulu,Bank Transfer,3.3,2.3,2.6,0
C0318,6,41435,242055,23,Rye,Mukono,Bank Transfer,1.2,8.7,2.5,2
C0319,5,138875,720756,58,Whole Wheat,Mukono,Bank Transfer,1.6,3.8,4.7,1
C0320,4,140686,982766,50,Rye,Kampala Central,Bank Transfer,3.5,6.9,4.3,1
C0321,3,131357,904565,30,Multigrain,Jinja,Cash,1.8,6.1,1.4,0
C0322,1,66660,625069,37,Sourdough,Kampala Central,Mobile Money,3.0,5.2,1.4,2
C0323,1,45084,214586,25,Rye,Entebbe,Bank Transfer,3.2,5.5,2.7,2
C0324,4,122197,549916,48,White Bread,Entebbe,Bank Transfer,2.1,7.6,1.4,0
C0325,3,53507,389768,27,Whole Wheat,Mukono,Cash,4.8,1.8,3.5,2
C0326,3,112595,631111,51,Whole Wheat,Jinja,Cash,4.4,7.0,1.6,0
C0327,6,123807,642777,14,White Bread,Gulu,Mobile Money,3.9,9.1,3.1,0
C0328,6,85539,271033,57,White Bread,Jinja,Mobile Money,1.3,1.5,1.0,2
C0329,6,47491,612880,48,Rye,Entebbe,Cash,1.4,2.3,2.3,2
C0330,6,90192,391262,59,White Bread,Gulu,Bank Transfer,3.0,7.4,3.7,1
C0331,6,120395,200417,47,Sourdough,Jinja,Bank Transfer,1.6,4.9,2.9,1
C0332,6,103888,181816,54,Multigrain,Jinja,Bank Transfer,4.9,4.6,4.9,1
C0333,5,113609,777623,36,White Bread,Gulu,Mobile Money,1.6,2.2,4.5,1
C0334,3,49077,375709,39,White Bread,Entebbe,Bank Transfer,2.9,5.6,2.4,2
C0335,6,60953,775714,16,Sourdough,Jinja,Bank Transfer,2.5,2.1,1.2,2
C0336,3,116919,274023,56,Whole Wheat,Gulu,Cash,3.6,5.3,4.4,1
C0337,3,107889,977611,22,Whole Wheat,Entebbe,Bank Transfer,1.5,7.9,4.6,1
C0338,2,63821,647936,21,Rye,Gulu,Cash,2.7,3.3,4.3,1
C0339,5,77567,543945,54,Sourdough,Gulu,Bank Transfer,2.1,5.3,1.5,2
C0340,6,64860,141971,21,Multigrain,Jinja,Mobile Money,4.6,9.9,5.0,1
C0341,1,61195,118658,8,Multigrain,Entebbe,Bank Transfer,1.2,7.2,2.0,2
C0342,4,117475,121253,49,Sourdough,Jinja,Bank Transfer,4.7,8.6,3.9,1
C0343,1,130874,557382,16,Multigrain,Kampala Central,Cash,4.3,4.7,4.6,0
C0344,5,127266,279635,59,Whole Wheat,Kampala Central,Cash,2.2,7.9,1.9,0
C0345,4,61427,257462,55,Multigrain,Entebbe,Cash,4.2,1.4,4.6,1
C0346,5,140732,450808,31,Multigrain,Gulu,Bank Transfer,1.1,2.1,2.2,0
C0347,3,67083,806938,42,Sourdough,Jinja,Bank Transfer,4.9,2.8,4.9,1
C0348,4,127046,310097,10,Sourdough,Jinja,Mobile Money,3.1,4.6,2.1,0
C0349,3,97372,728138,32,Multigrain,Entebbe,Bank Transfer,2.2,8.6,4.8,1
C0350,1,84064,762212,59,White Bread,Entebbe,Mobile Money,2.5,4.1,1.2,2
C0351,1,47813,620498,34,Sourdough,Kampala Central,Cash,1.3,6.9,3.8,1
C0352,4,71598,326058,9,Rye,Mukono,Cash,5.0,7.4,3.1,1
C0353,4,133106,757911,17,Rye,Entebbe,Cash,1.2,6.3,2.9,0
C0354,6,67082,958379,11,Whole Wheat,Mukono,Mobile Money,3.6,4.2,1.9,2
C0355,5,69241,685289,32,Multigrain,Entebbe,Bank Transfer,2.8,6.2,3.8,1
C0356,6,136214,280231,10,White Bread,Gulu,Cash,4.8,4.1,1.8,0
C0357,5,84569,222775,22,Whole Wheat,Gulu,Bank Transfer,2.0,1.8,3.2,2
C0358,6,51745,657531,57,Multigrain,Kampala Central,Bank Transfer,3.1,9.9,2.0,2
C0359,3,66029,777160,17,Sourdough,Kampala Central,Cash,2.9,2.1,4.8,1
C0360,4,53025,962371,4,Rye,Mukono,Mobile Money,3.8,1.7,1.1,2
C0361,1,141660,419972,48,White Bread,Entebbe,Bank Transfer,1.3,8.9,1.8,0
C0362,5,54288,361716,52,Rye,Jinja,Cash,1.8,3.7,2.0,2
C0363,5,129186,500455,47,Sourdough,Kampala Central,Bank Transfer,1.9,6.9,2.7,0
C0364,1,46540,368854,25,Multigrain,Jinja,Bank Transfer,4.0,4.0,1.9,2
C0365,6,137768,514600,59,Sourdough,Jinja,Bank Transfer,1.8,4.5,3.0,0
C0366,5,121958,271918,21,Sourdough,Entebbe,Bank Transfer,3.3,3.4,4.5,1
C0367,3,108878,319055,37,Rye,Mukono,Bank Transfer,1.9,4.1,3.8,1
C0368,4,81846,400135,38,White Bread,Entebbe,Mobile Money,4.4,4.7,3.3,1
C0369,1,141148,834417,49,Sourdough,Kampala Central,Mobile Money,4.8,7.5,1.4,0
C0370,4,115932,500187,1,Rye,Jinja,Cash,3.1,5.6,3.8,1
C0371,5,57482,522355,25,White Bread,Entebbe,Mobile Money,2.4,9.5,1.7,2
C0372,5,63411,971877,51,Multigrain,Entebbe,Mobile Money,1.9,1.4,4.1,1
C0373,1,90975,308139,36,Multigrain,Entebbe,Mobile Money,1.2,5.5,2.0,0
C0374,3,100545,180257,17,Whole Wheat,Kampala Central,Bank Transfer,2.1,6.3,2.7,0
C0375,2,118797,577958,41,Rye,Mukono,Bank Transfer,3.6,9.3,2.4,0
C0376,1,92307,924143,24,White Bread,Entebbe,Cash,3.1,1.4,4.4,1
C0377,2,43093,106530,2,Sourdough,Kampala Central,Cash,4.8,6.2,1.5,2
C0378,6,117258,373260,40,Multigrain,Jinja,Cash,2.6,8.7,3.3,1
C0379,2,62042,690082,15,White Bread,Gulu,Bank Transfer,3.8,3.2,1.6,2
C0380,3,92930,310545,32,Rye,Kampala Central,Mobile Money,3.0,8.9,3.8,1
C0381,6,84413,757258,39,Whole Wheat,Gulu,Mobile Money,3.1,1.2,4.6,1
C0382,2,133623,628423,59,Multigrain,Entebbe,Bank Transfer,2.1,7.6,2.7,0
C0383,6,137883,471616,6,White Bread,Entebbe,Cash,2.8,9.4,3.0,0
C0384,2,73756,578336,1,White Bread,Kampala Central,Cash,2.9,6.9,4.7,1
C0385,3,93268,875158,47,White Bread,Gulu,Cash,3.8,5.0,3.1,1
C0386,2,79214,713375,23,Rye,Entebbe,Bank Transfer,4.8,1.4,3.0,2
C0387,2,121871,820391,58,Rye,Jinja,Cash,2.3,9.3,3.3,0
C0388,2,68602,919812,39,Rye,Mukono,Cash,1.2,5.2,3.8,1
C0389,1,93331,379215,57,Sourdough,Mukono,Bank Transfer,3.0,1.3,1.4,2
C0390,1,88901,120074,17,White Bread,Entebbe,Mobile Money,3.2,7.2,4.3,1
C0391,1,139986,846084,34,Multigrain,Gulu,Bank Transfer,1.7,5.3,2.7,0
C0392,3,103416,692131,59,Rye,Entebbe,Bank Transfer,4.0,2.1,1.3,2
C0393,6,72196,139901,41,Rye,Gulu,Bank Transfer,4.9,2.9,4.1,1
C0394,5,45626,373349,29,White Bread,Jinja,Bank Transfer,4.8,1.6,2.5,2
C0395,2,47424,892338,9,Rye,Gulu,Mobile Money,1.8,6.2,1.4,2
C0396,2,52857,495807,13,Sourdough,Entebbe,Cash,4.5,6.6,3.5,1
C0397,3,59982,687275,6,Sourdough,Jinja,Bank Transfer,3.8,5.6,4.5,1
C0398,2,116961,442829,6,Rye,Kampala Central,Mobile Money,2.8,8.4,4.6,1
C0399,1,41980,472598,20,White Bread,Mukono,Cash,3.2,8.7,4.8,1
C0400,5,88290,467631,52,White Bread,Entebbe,Cash,4.4,6.5,4.5,1
C0401,4,66431,678688,53,White Bread,Entebbe,Cash,2.9,1.1,1.0,2
C0402,2,124976,256222,3,Whole Wheat,Entebbe,Bank Transfer,2.5,7.3,2.5,0
C0403,1,147288,131852,17,Rye,Jinja,Bank Transfer,3.0,4.8,4.3,0
C0404,4,122711,613012,49,White Bread,Kampala Central,Cash,3.3,6.1,2.5,0
C0405,5,66385,939188,12,Sourdough,Gulu,Cash,1.8,6.8,3.4,1
C0406,4,78158,477501,48,Multigrain,Kampala Central,Cash,4.6,4.2,3.4,1
C0407,1,63019,743340,47,Multigrain,Jinja,Cash,3.7,9.3,2.5,2
C0408,6,58639,156481,45,White Bread,Entebbe,Cash,3.5,2.2,4.6,1
C0409,6,125530,887715,55,Multigrain,Mukono,Cash,1.4,7.0,3.0,0
C0410,4,139911,133691,1,Multigrain,Entebbe,Mobile Money,3.4,1.0,2.9,0
C0411,3,61563,494341,17,Whole Wheat,Gulu,Cash,1.5,9.3,5.0,1
C0412,4,79341,298137,3,Sourdough,Mukono,Bank Transfer,1.3,2.0,3.0,2
C0413,2,45776,650458,26,Sourdough,Entebbe,Bank Transfer,3.1,1.9,1.7,2
C0414,2,76444,632726,15,Whole Wheat,Mukono,Bank Transfer,2.6,4.0,3.1,2
C0415,6,108916,906527,36,Whole Wheat,Kampala Central,Cash,3.4,4.4,4.3,1
C0416,3,48711,771514,32,Multigrain,Jinja,Bank Transfer,1.4,2.9,4.1,1
C0417,1,114318,501220,32,Rye,Entebbe,Mobile Money,2.7,6.3,4.2,0
C0418,2,122970,896184,4,Multigrain,Gulu,Cash,1.7,5.0,3.8,0
C0419,6,125553,155426,18,Whole Wheat,Kampala Central,Bank Transfer,4.9,1.3,2.0,2
C0420,5,70707,339968,49,Sourdough,Entebbe,Mobile Money,3.2,3.9,4.4,1
C0421,6,79110,388963,19,Multigrain,Kampala Central,Mobile Money,3.7,8.3,4.6,1
C0422,2,101788,595384,43,Rye,Gulu,Bank Transfer,2.3,7.2,1.8,0
C0423,2,122879,978483,52,Multigrain,Entebbe,Mobile Money,1.4,7.5,1.5,0
C0424,6,78827,621121,35,White Bread,Gulu,Bank Transfer,4.9,7.3,4.9,1
C0425,1,147188,255289,40,Multigrain,Mukono,Mobile Money,2.1,3.8,4.5,0
C0426,4,45655,361501,14,Whole Wheat,Gulu,Cash,2.7,1.9,4.6,1
C0427,2,84859,619165,58,Sourdough,Mukono,Cash,3.6,3.5,4.5,1
C0428,6,93625,319780,33,Sourdough,Entebbe,Cash,1.1,8.5,3.2,1
C0429,6,92098,395138,14,Whole Wheat,Mukono,Cash,4.2,9.8,3.6,1
C0430,3,55251,770396,34,White Bread,Entebbe,Cash,3.1,5.4,3.2,2
C0431,4,40526,832635,55,Whole Wheat,Entebbe,Bank Transfer,2.1,1.1,1.2,2
C0432,5,108760,197756,4,Multigrain,Jinja,Cash,1.2,2.3,4.0,1
C0433,1,87837,542632,24,Whole Wheat,Entebbe,Cash,1.6,3.9,3.0,0
C0434,5,51536,195665,59,Whole Wheat,Mukono,Cash,4.6,6.2,3.6,1
C0435,4,68541,756005,29,White Bread,Jinja,Cash,3.7,1.7,3.0,2
C0436,4,119083,262002,19,Multigrain,Jinja,Mobile Money,2.0,9.5,3.0,0
C0437,4,91027,361691,6,Rye,Entebbe,Cash,1.3,4.3,1.7,2
C0438,5,74531,706123,57,Rye,Gulu,Cash,3.8,9.2,2.1,2
C0439,4,48712,222232,33,Sourdough,Gulu,Bank Transfer,3.3,8.0,1.6,2
C0440,6,144101,842849,49,Whole Wheat,Jinja,Mobile Money,2.6,7.8,1.8,0
C0441,5,105455,545358,40,Sourdough,Entebbe,Bank Transfer,2.5,6.5,4.9,1
C0442,4,114744,343051,19,White Bread,Gulu,Cash,1.9,6.6,1.6,0
C0443,6,45109,257547,53,Rye,Entebbe,Bank Transfer,3.7,6.7,2.1,2
C0444,3,89268,512104,1,Whole Wheat,Entebbe,Bank Transfer,4.9,6.7,3.4,1
C0445,4,140737,668020,5,White Bread,Jinja,Cash,1.7,6.0,3.4,0
C0446,5,94615,836983,27,White Bread,Jinja,Mobile Money,3.4,9.9,1.6,2
C0447,2,122503,408449,16,Whole Wheat,Kampala Central,Mobile Money,2.7,7.6,4.2,0
C0448,4,69759,801397,6,White Bread,Gulu,Bank Transfer,2.8,8.0,4.1,1
C0449,2,125708,633634,40,Whole Wheat,Gulu,Cash,2.0,8.9,1.9,0
C0450,6,100112,887019,13,Whole Wheat,Gulu,Bank Transfer,4.3,2.9,2.2,2
C0451,3,142471,112763,48,Multigrain,Mukono,Bank Transfer,2.9,1.8,4.8,1
C0452,1,66589,290237,35,Sourdough,Entebbe,Bank Transfer,3.2,5.3,4.3,1
C0453,3,70015,862841,19,White Bread,Jinja,Cash,2.2,5.6,3.8,1
C0454,4,69009,956047,12,White Bread,Gulu,Cash,1.7,8.5,1.3,2
C0455,2,123309,529332,16,Multigrain,Kampala Central,Mobile Money,1.3,5.0,2.7,0
C0456,2,102046,745275,59,Multigrain,Gulu,Cash,3.9,6.1,3.2,0
C0457,5,146661,316823,43,Multigrain,Entebbe,Bank Transfer,1.8,5.7,1.7,0
C0458,2,66143,191353,10,Rye,Entebbe,Bank Transfer,3.8,1.3,2.8,2
C0459,5,46154,321373,25,Rye,Jinja,Mobile Money,2.6,6.5,3.4,1
C0460,6,61804,457792,20,Rye,Mukono,Cash,2.7,8.5,2.3,2
C0461,1,81688,649844,31,Whole Wheat,Jinja,Bank Transfer,2.9,2.4,4.1,1
C0462,4,104288,945474,4,White Bread,Gulu,Mobile Money,2.5,6.3,4.4,1
C0463,5,91195,642387,44,Sourdough,Kampala Central,Mobile Money,1.4,6.3,2.3,2
C0464,1,60581,471233,23,Whole Wheat,Jinja,Bank Transfer,2.2,2.5,4.4,1
C0465,2,92648,276168,2,White Bread,Mukono,Bank Transfer,3.7,2.1,1.4,2
C0466,2,70087,827346,56,White Bread,Jinja,Cash,3.7,9.8,4.4,1
C0467,1,89930,768590,22,Multigrain,Entebbe,Mobile Money,2.1,4.5,1.6,0
C0468,2,72981,522225,51,Multigrain,Gulu,Bank Transfer,2.8,3.0,1.3,2
C0469,6,109298,302041,57,Whole Wheat,Gulu,Mobile Money,1.8,2.5,3.6,1
C0470,6,86167,133866,37,Multigrain,Gulu,Cash,1.8,7.0,2.9,1
C0471,1,115304,205400,8,White Bread,Gulu,Bank Transfer,1.1,6.5,4.6,1
C0472,5,83408,970678,7,Multigrain,Gulu,Cash,4.6,6.8,2.5,2
C0473,5,79499,439119,14,Rye,Gulu,Mobile Money,1.8,1.8,2.1,2
C0474,1,92269,535071,56,Multigrain,Kampala Central,Cash,1.9,9.0,3.0,0
C0475,5,78559,443701,55,White Bread,Mukono,Cash,2.1,4.5,2.8,2
C0476,5,114319,237488,3,Whole Wheat,Gulu,Mobile Money,1.5,3.8,2.4,2
C0477,6,135317,696804,50,Sourdough,Mukono,Cash,3.6,5.2,3.8,1
C0478,5,136347,286987,16,Multigrain,Gulu,Mobile Money,1.3,4.5,4.0,1
C0479,3,88787,511274,55,White Bread,Jinja,Bank Transfer,1.5,8.8,4.4,1
C0480,4,75488,533934,19,Sourdough,Gulu,Mobile Money,3.6,9.4,4.9,1
C0481,2,114441,394746,51,Sourdough,Entebbe,Mobile Money,2.4,3.7,2.1,0
C0482,3,114663,567874,18,Rye,Kampala Central,Bank Transfer,3.8,8.8,3.9,1
C0483,5,62431,571328,52,Sourdough,Jinja,Mobile Money,3.2,8.0,2.6,2
C0484,6,101681,289139,16,White Bread,Jinja,Bank Transfer,2.0,9.4,3.7,1
C0485,1,103483,258588,8,White Bread,Entebbe,Bank Transfer,3.6,3.2,2.9,0
C0486,5,89153,753583,33,Multigrain,Gulu,Mobile Money,1.5,6.2,5.0,1
C0487,6,46368,712257,49,Multigrain,Kampala Central,Cash,3.1,3.5,3.9,1
C0488,4,67424,756449,12,Multigrain,Jinja,Cash,2.7,8.4,4.8,1
C0489,5,85004,305735,53,Sourdough,Kampala Central,Bank Transfer,2.1,1.0,4.3,1
C0490,1,123869,765847,11,Sourdough,Jinja,Cash,3.4,6.1,4.6,0
C0491,6,128652,362299,5,Rye,Gulu,Cash,4.5,4.1,4.3,1
C0492,6,96985,223950,27,Multigrain,Jinja,Mobile Money,5.0,3.9,2.8,2
C0493,6,90069,429638,12,Whole Wheat,Jinja,Bank Transfer,3.4,6.8,2.0,2
C0494,4,92326,700517,17,Rye,Mukono,Bank Transfer,2.6,8.7,2.5,0
C0495,5,148737,204648,6,Whole Wheat,Gulu,Mobile Money,1.9,6.5,1.1,0
C0496,4,121061,138547,33,Sourdough,Entebbe,Cash,2.0,8.7,3.1,0
C0497,2,63398,653083,5,Rye,Entebbe,Bank Transfer,2.9,3.4,3.0,2
C0498,2,138393,286368,57,Rye,Gulu,Cash,2.5,5.7,3.1,0
C0499,5,90861,645735,28,White Bread,Entebbe,Bank Transfer,4.7,5.1,4.9,1
C0500,4,115897,791958,14,Sourdough,Gulu,Bank Transfer,2.5,1.1,4.6,1
C0501,1,121905,846111,5,Sourdough,Entebbe,Bank Transfer,2.5,6.0,1.6,0
C0502,6,108577,356190,54,Rye,Mukono,Bank Transfer,2.5,7.0,2.5,2
C0503,6,105641,306402,56,Sourdough,Entebbe,Cash,4.3,6.3,2.7,2
C0504,5,49078,352419,59,Rye,Jinja,Cash,3.6,7.6,2.4,2
C0505,2,65003,854105,33,White Bread,Gulu,Cash,3.5,6.1,4.2,1
C0506,2,102768,974392,50,Rye,Kampala Central,Cash,2.3,1.6,3.1,0
C0507,6,91047,949710,48,Sourdough,Kampala Central,Mobile Money,4.3,2.0,3.3,2
C0508,5,111626,679365,41,Sourdough,Gulu,Bank Transfer,1.2,6.4,4.4,1
C0509,4,97660,212782,19,Rye,Mukono,Bank Transfer,4.5,3.5,4.2,1
C0510,2,144386,727220,22,Rye,Entebbe,Bank Transfer,3.1,1.7,1.5,0
C0511,4,89786,543316,5,Rye,Mukono,Mobile Money,2.6,4.9,3.9,1
C0512,2,41925,472013,59,Multigrain,Kampala Central,Cash,3.0,6.0,2.7,2
C0513,2,123976,410925,2,Sourdough,Gulu,Bank Transfer,3.7,4.0,2.2,0
C0514,3,145221,286339,30,Sourdough,Gulu,Cash,1.1,7.5,1.2,0
C0515,2,66015,575595,47,Multigrain,Mukono,Cash,4.5,6.8,2.9,2
C0516,1,73320,517168,39,Rye,Mukono,Mobile Money,2.8,4.0,2.4,2
C0517,5,104881,940230,4,White Bread,Entebbe,Mobile Money,2.4,7.8,2.0,0
C0518,5,130827,198696,33,Rye,Jinja,Cash,1.6,6.8,3.8,1
C0519,4,142215,603650,13,Rye,Jinja,Bank Transfer,2.8,6.7,4.1,0
C0520,2,66289,150939,20,Multigrain,Entebbe,Bank Transfer,3.0,6.0,2.0,2
C0521,1,43389,915948,54,Sourdough,Jinja,Mobile Money,2.6,1.1,1.2,2
C0522,4,65683,811886,7,Rye,Kampala Central,Mobile Money,3.7,7.3,4.4,1
C0523,3,53629,241521,15,Sourdough,Jinja,Mobile Money,2.7,4.4,1.0,2
C0524,4,101550,674578,23,Whole Wheat,Entebbe,Mobile Money,4.8,9.5,4.7,1
C0525,4,64826,973093,14,Sourdough,Jinja,Mobile Money,3.4,8.4,3.5,1
C0526,2,140734,435098,23,White Bread,Gulu,Mobile Money,4.2,6.3,2.3,0
C0527,3,66630,909178,19,White Bread,Mukono,Mobile Money,1.4,3.3,2.0,2
C0528,4,138762,692278,54,Rye,Kampala Central,Bank Transfer,2.6,2.8,1.0,0
C0529,1,86163,683098,29,Sourdough,Gulu,Mobile Money,2.3,4.1,1.9,2
C0530,1,138511,742650,56,Rye,Gulu,Mobile Money,3.3,5.3,1.6,0
C0531,5,106435,576513,20,Multigrain,Entebbe,Bank Transfer,4.4,3.7,3.4,1
C0532,3,51653,246295,29,White Bread,Mukono,Bank Transfer,1.3,5.6,1.7,2
C0533,3,67961,565453,24,Rye,Mukono,Cash,1.3,2.5,3.1,2
C0534,5,121941,757957,18,Multigrain,Kampala Central,Mobile Money,4.4,9.8,3.4,0
C0535,4,114137,821037,10,Rye,Entebbe,Mobile Money,1.9,2.0,2.2,2
C0536,3,73662,364803,41,Sourdough,Kampala Central,Mobile Money,3.7,9.4,1.1,2
C0537,1,138818,186516,57,Sourdough,Jinja,Mobile Money,3.2,9.2,1.1,0
C0538,1,96446,174567,8,Sourdough,Gulu,Cash,4.3,5.7,1.1,0
C0539,2,61288,901469,26,Sourdough,Kampala Central,Bank Transfer,1.5,7.5,4.0,1
C0540,3,135081,226498,29,Whole Wheat,Gulu,Bank Transfer,1.5,4.9,2.3,0
C0541,4,76877,802098,10,Multigrain,Entebbe,Mobile Money,3.2,6.7,4.2,1
C0542,5,55313,564894,17,Multigrain,Jinja,Mobile Money,4.8,4.1,2.7,2
C0543,5,120885,636397,2,Sourdough,Entebbe,Mobile Money,2.7,3.7,2.8,0
C0544,4,112715,384154,6,Whole Wheat,Jinja,Cash,2.3,6.2,3.1,0
C0545,6,50326,895219,58,Sourdough,Jinja,Cash,3.4,5.5,3.9,1
C0546,2,41560,863760,5,Whole Wheat,Gulu,Bank Transfer,4.7,6.2,2.1,2
C0547,5,119148,239544,28,Sourdough,Entebbe,Mobile Money,4.3,3.6,1.5,2
C0548,3,123186,346183,41,White Bread,Entebbe,Mobile Money,5.0,4.3,3.2,0
C0549,2,66745,778743,5,White Bread,Kampala Central,Mobile Money,1.1,1.8,2.3,2
C0550,3,71890,423853,18,Rye,Entebbe,Mobile Money,1.5,1.5,2.8,2
C0551,1,60022,563001,26,Sourdough,Kampala Central,Cash,3.4,3.3,3.6,1
C0552,2,92579,868613,20,Multigrain,Mukono,Bank Transfer,4.3,1.7,3.0,2
C0553,5,110316,134518,41,Rye,Mukono,Bank Transfer,2.1,1.9,3.5,1
C0554,2,123847,153909,49,White Bread,Mukono,Cash,2.0,8.3,3.2,0
C0555,2,68380,904783,27,Sourdough,Entebbe,Mobile Money,4.1,1.3,4.0,1
C0556,2,42356,824984,49,Rye,Entebbe,Bank Transfer,1.2,6.9,3.8,1
C0557,6,110326,615693,12,Sourdough,Kampala Central,Bank Transfer,2.5,3.5,3.1,1
C0558,2,132447,639570,7,White Bread,Jinja,Cash,3.0,8.8,3.7,0
C0559,3,129899,578082,59,Rye,Kampala Central,Mobile Money,3.2,5.4,4.5,1
C0560,1,60049,339017,3,White Bread,Mukono,Bank Transfer,3.9,3.8,2.7,2
C0561,4,115717,514994,10,Whole Wheat,Kampala Central,Mobile Money,2.4,5.7,2.7,0
C0562,2,145361,552891,34,White Bread,Jinja,Bank Transfer,3.5,4.4,4.1,0
C0563,5,56082,891507,25,Sourdough,Entebbe,Cash,3.3,6.1,3.3,1
C0564,2,40661,569164,35,Multigrain,Kampala Central,Mobile Money,3.2,2.0,1.3,2
C0565,5,77412,803814,16,White Bread,Mukono,Cash,3.6,10.0,4.6,1
C0566,3,42920,128365,2,Multigrain,Mukono,Bank Transfer,2.0,4.8,1.1,2
C0567,5,131194,565982,24,Whole Wheat,Entebbe,Cash,1.3,4.1,4.0,1
C0568,4,100315,541416,10,Rye,Kampala Central,Cash,1.5,7.4,4.0,1
C0569,1,119561,373146,38,Rye,Jinja,Cash,1.9,4.3,4.8,1
C0570,5,48946,376091,22,Multigrain,Entebbe,Bank Transfer,3.0,8.5,1.2,2
C0571,5,134242,310294,26,Rye,Kampala Central,Mobile Money,4.4,5.1,3.4,0
C0572,1,85500,981272,43,White Bread,Gulu,Cash,3.8,7.5,2.7,0
C0573,4,144540,216219,55,Multigrain,Mukono,Mobile Money,4.2,2.0,2.3,0
C0574,2,56309,440754,39,Sourdough,Jinja,Bank Transfer,2.4,8.6,1.4,2
C0575,5,95230,938574,27,White Bread,Jinja,Mobile Money,2.6,7.6,3.3,1
C0576,1,138656,680595,29,White Bread,Jinja,Cash,2.6,2.9,2.9,0
C0577,3,70027,235565,47,White Bread,Mukono,Cash,1.8,2.3,1.4,2
C0578,1,112541,879383,38,Sourdough,Kampala Central,Cash,1.2,3.8,3.4,0
C0579,3,99321,412229,20,Whole Wheat,Entebbe,Cash,3.4,9.8,4.0,1
C0580,4,40956,658516,27,Rye,Kampala Central,Cash,5.0,3.3,4.1,1
C0581,2,140375,835036,41,Multigrain,Entebbe,Cash,1.7,5.1,4.6,0
C0582,1,114131,524871,54,Whole Wheat,Jinja,Bank Transfer,1.2,1.3,2.6,0
C0583,6,87908,667760,20,Multigrain,Kampala Central,Bank Transfer,4.1,4.6,4.8,1
C0584,5,118339,935869,44,Rye,Jinja,Bank Transfer,2.0,6.1,4.5,1
C0585,4,65963,946143,19,Sourdough,Gulu,Mobile Money,4.3,9.6,2.2,2
C0586,1,141757,237888,20,White Bread,Jinja,Mobile Money,3.8,5.7,1.6,0
C0587,5,79443,177175,35,White Bread,Jinja,Bank Transfer,4.8,8.4,2.7,2
C0588,1,139259,688595,47,Sourdough,Entebbe,Mobile Money,2.6,5.9,2.6,0
C0589,3,79063,408877,2,Whole Wheat,Gulu,Mobile Money,3.6,1.4,3.3,2
C0590,1,120818,195028,30,Whole Wheat,Jinja,Cash,2.9,3.8,3.3,0
C0591,6,44703,609666,53,Multigrain,Jinja,Cash,3.5,6.2,4.0,1
C0592,1,105128,242312,34,Sourdough,Gulu,Mobile Money,2.8,9.6,3.0,0
C0593,1,112099,591450,22,Whole Wheat,Gulu,Mobile Money,1.8,8.7,1.4,0
C0594,6,65849,192493,3,Sourdough,Kampala Central,Bank Transfer,3.0,3.1,4.4,1
C0595,4,71860,225149,6,Rye,Entebbe,Mobile Money,3.1,3.0,2.2,2
C0596,1,71585,853704,15,White Bread,Gulu,Cash,4.2,2.8,4.9,1
C0597,6,62015,302435,27,White Bread,Gulu,Mobile Money,3.9,9.3,1.5,2
C0598,5,117539,263834,10,White Bread,Mukono,Bank Transfer,3.7,8.7,4.8,1
C0599,3,83585,370403,9,Sourdough,Gulu,Cash,1.5,8.0,1.4,2
C0600,3,66958,281211,33,Sourdough,Entebbe,Cash,3.9,4.5,1.9,2
C0601,1,66017,376993,32,Multigrain,Jinja,Cash,3.0,5.5,1.2,2
C0602,4,116707,443912,48,White Bread,Jinja,Cash,4.6,5.2,3.8,1
C0603,4,85350,468252,6,Multigrain,Jinja,Mobile Money,4.7,3.3,4.4,1
C0604,5,52201,976141,41,White Bread,Jinja,Bank Transfer,1.2,5.5,2.7,2
C0605,1,69426,417013,59,Multigrain,Mukono,Mobile Money,4.3,1.3,4.7,1
C0606,3,57778,163095,36,Multigrain,Gulu,Mobile Money,1.2,2.2,3.4,2
C0607,4,85241,217886,59,Rye,Jinja,Cash,2.5,9.0,3.5,1
